is_kelas,sentimen_3,date,text
0,NA,07/02/2017 6:18,Pak @aniesbaswedan .. bersedia jawabkah ?? https://t.co/XOpgXeQcHc
0,NA,07/02/2017 6:11,"@gerilyapolitik @aniesbaswedan London Ibu kota U.K juga bukan yg tertinggi, ke 2 atau 3"
-1,NA,07/02/2017 6:06,@digembok @aniesbaswedan @pandji semakin terlihat antagonisnya
-1,NA,07/02/2017 6:00,Biasa kalo blm jd.. klo jd hhhhmmm kayain diri sendiri.. korupsi lg. @aniesbaswedan @pandji
0,NA,07/02/2017 5:57,@digembok @aniesbaswedan @pandji ikutan numpang ketawa bareng @ernestprakasa dan klo boleh sama ngayal #KhayalanTiga
0,NA,07/02/2017 5:54,@digembok @aniesbaswedan @pandji hahahahahaha siap pak
0,NA,07/02/2017 5:51,"@digembok @aniesbaswedan @pandji hahaah gelar boleh prof.. 
Tp lucux melebihi panji.. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
0,NA,07/02/2017 5:48,@aniesbaswedan @pandji kalau bapak 5 pelamar kerja malah 7 yg di tolak. apes yah.
0,NA,07/02/2017 5:45,@KingJames lawan @aniesbaswedan menang mana @pandji ??
0,NA,07/02/2017 5:43,@aniesbaswedan JANGAN TEORI LU PANJI SEKARANG MULAI PRATEK BLM.BLM
0,NA,07/02/2017 5:42,@digembok @aniesbaswedan @pandji tuh bang pandji.
0,NA,07/02/2017 5:40,"@aniesbaswedan kini menjilat ludahnya sendiri. Masih ingat kasus pelanggaran HAM @prabowo ?
#FreeAhok #KhayalanTiga� https://t.co/hWucM0MWXr"
0,NA,07/02/2017 5:40,@digembok @aniesbaswedan @pandji om @dr_tompi mungkin ini bs di tag ke @pandji  lumayan hiburan siang <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
0,NA,07/02/2017 5:39,"apa yg bisa diharapkan dari @aniesbaswedan yang gampang lupa kasus pelanggaran HAM @prabowo 
#FreeAhok� https://t.co/FtSlZsjeh8"
0,NA,07/02/2017 5:36,"keempat, @aniesbaswedan &amp; @sandiuno akan buat pendampingan  utk perencanaan keuangan bg pewirausaha baru #3terbuktiOKOCE"
0,NA,07/02/2017 5:35,"@aniesbaswedan adalah jenis manusia yang inskonsisten antara kata dan perbuatan, masa lalu dan masa kini� https://t.co/1dRaqPxJyE"
0,NA,07/02/2017 5:35,@aniesbaswedan @pandji jika semua wirausaha siapa yg menjadi konsumen tujuan wirausaha !???
0,NA,07/02/2017 5:33,"Tulisan menarik tentang @aniesbaswedan dan @prabowo
mari membaca
#FreeAhok #SidangAhok https://t.co/6hQh6LIFRj https://t.co/5LS88x6MFt"
0,NA,07/02/2017 5:31,"@aniesbaswedan &amp; @sandiuno akan  pertama, mereka akan membuka kewirausahaan baru pos sebanyak 200.000 pewirausaha baru. #3terbuktiOKOCE"
0,NA,07/02/2017 5:30,@digembok @aniesbaswedan @pandji saya benar2 prihatin dengan mahasiswanya dulu... apa mereka mendapat data yang benar saat belajar?
0,NA,07/02/2017 5:28,@TangkapJasmev @elpanjullo @aniesbaswedan @TanpaDelusi @qitmr @wakadol2012 @wakilgubernurKW @ulinyusron pemikirin yg selalu negativ <ed><U+00A0><U+00BD><ed><U+00B8><U+0081>
0,NA,07/02/2017 5:27,"@aniesbaswedan
dan @prabowo ternyata sama-sama  oportunis bermasalah #FreeAhok
#SidangAhok

https://t.co/fAGjry0w7q https://t.co/e7sdkZhyWp"
0,NA,07/02/2017 5:27,koordinasi dari hati adalah harga mati pak @aniesbaswedan @sandiuno https://t.co/x8Ik7Iv1Hf
0,NA,07/02/2017 5:26,"Yth, Kepala @kpu_dki Mohon segera klarifikasi temuan dilapangan cc. @KPU_ID @DivHumasPolri @CCICPolri @AhyCenter� https://t.co/GGZ78f3A8X"
0,NA,07/02/2017 5:23,"@aniesbaswedan setuju pa, sekarang waktunya memimpin dengan hati dengan kasih, sudah tidak musim memimpin dengan membentak dan teriak"
0,NA,07/02/2017 5:23,@aniesbaswedan Ide semacam itu hanya menyemangati lulsan skolah jdi buruh
0,NA,07/02/2017 5:20,@LailaMalika21 @aniesbaswedan udah ada yg cc ke @pandji belom? <ed><U+00A0><U+00BD><ed><U+00B8><U+0092><ed><U+00A0><U+00BD><ed><U+00B8><U+0092>
-1,NA,07/02/2017 5:20,@aniesbaswedan @pandji dr sekian byk program yg dijanjikan kira2 brp % yg bs terealisasi jk anda jd gub? Jgn krn nafsu jabatan semua diobral
0,NA,07/02/2017 5:17,@digembok @aniesbaswedan @pandji mantan mendikbud gak apal IPM ? apa kata dunia ? <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><
1,NA,07/02/2017 5:17,Ayo pak @aniesbaswedan pak @sandiuno rebut jakarta menjadi lebih baik dan beradab #3TerbuktiOkOce https://t.co/yCTvuEO6sy
0,NA,07/02/2017 5:15,@digembok @aniesbaswedan @pandji wkwkwkwkwkwk duh pedih nih
0,NA,07/02/2017 5:14,@digembok @aniesbaswedan @pandji buahaahaa
0,NA,07/02/2017 5:13,@aniesbaswedan @pandji besok nanti suru mas panji live striming dibbc london paling pemirsa bingung2 ngeliatnya tpi cba klu AHOK yg ngomong.
0,NA,07/02/2017 5:13,"@TangkapJasmev @elpanjullo @aniesbaswedan @Takviri

ELEKTABILITAS???? https://t.co/vJr7bJtmwa"
0,NA,07/02/2017 5:11,"Siapa bilang #MuslimberSATUpilihNo1 Emangnya @aniesbaswedan bukan muslim? Kalau bersatu kenapa ada 2 paslon muslim,1 dan 3?"
0,NA,07/02/2017 5:10,@aniesbaswedan @pandji di plot kaya apapun tetep nggak bisa saingi KO AHOK.situ baru sebatas RENCANA.AHOK ude kerja tong.
0,NA,07/02/2017 5:05,"@digembok @aniesbaswedan @pandji 
(biar kekinian) Kita harus Bertanya Kepada Bpk Presiden dan Kapolri, ini boleh diketawain ngga?"
0,NA,07/02/2017 5:05,@SohibAniesSandi @aniesbaswedan @sandiuno @PKSJaksel @PKSejahtera @Pendopo_Anies Awas jatuh https://t.co/9vqLiWq6ip
0,NA,07/02/2017 5:05,@aniesbaswedan @pandji suruh stand up aj yg nganggur2 ...<ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+0086>
1,NA,07/02/2017 5:04,dukung @aniesbaswedan @sandiuno untuk jakarta maju dan bahagia warganya #AniesSandiMemimpin #AniesSandiMemimpin #AnisSandiT3ladan #OKOCE
0,NA,07/02/2017 5:03,@sandiuno @prabowo @aniesbaswedan @Gerindra semoga bisa singkirkan Hoax kotak2 pemakan babi
-1,NA,07/02/2017 5:03,@digembok @aniesbaswedan @pandji sungguh sangat memalukan binti memilukan <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>
-1,NA,08/02/2017 23:59,@Meni3k_ @triwul82 @aniesbaswedan prof Anis lancar bicara merangkai puisi tapi gagal aplikasi wah bahaya untuk DKI
-1,NA,08/02/2017 23:56,Kualitas @aniesbaswedan   pantesan dipecat pakde https://t.co/pOvyXKZ4sJ
-1,NA,08/02/2017 23:53,@yanata_arki @GunRomli pak @aniesbaswedan ini mantan mendikbud yg tdk memberikan pendidikan. Shame on you
0,NA,08/02/2017 23:51,"@gunawanahokers @YCH7168 @fajaralam9 @GunRomli @aniesbaswedan @sandiuno dlm kontek keislaman,,""itu ranah didlm pagar untk muslim"" kalau mau?"
0,NA,08/02/2017 23:48,"Mas @aniesbaswedan selalu bicara ""tenun kebangsaan"" itu tdk benar, lihat aja video kampanye yg beda2kan agama ini https://t.co/6ZxkT25bR5"
-1,NA,08/02/2017 23:48,@Maya_Rischa @aniesbaswedan iya ya... Cm segitu aja kualitasnya... Casing bgs isinya rongsokan... Sayang sungguh disayang
-1,NA,08/02/2017 23:46,Makin ga respect sama @aniesbaswedan yg pake isu agama buat iklannya.. <ed><U+00A0><U+00BD><ed><U+00B8><U+0094> https://t.co/LSXtYx8vSc
0,NA,08/02/2017 23:45,"Sudah wanita, kristen pula. Orang berprestasi kyk gini gak akan bisa jadi pemimpin di jakarta. Bukan begitu pak� https://t.co/knYXK8Jijx"
1,NA,08/02/2017 23:42,"@satyapartii3111 mas nich mas , saya bukan live di Jakarta tapi menurut saya @aniesbaswedan dan @sandiuno adalah yang terbaik , Istriku Guru"
0,NA,08/02/2017 23:41,"Demi Bisa Ikut Aksi 112 dan Pilih Gubernur Muslim, Pendukung Anies Ini Rela Mudik dari Sibolga� https://t.co/TR1XlrG5LH"
0,NA,08/02/2017 23:39,"@aniesbaswedan 
#CagubAntiMinoritas 
Akan Membungkam
Pemimpin Minoritas.
Lurah Susan Agamanya Apa? https://t.co/9RFpYDAEn1"
-1,NA,08/02/2017 23:38,@jokoanwar @temanAhok @aniesbaswedan hare gene masih bawa2 prbedaan agama..itulah kaum munarman..eeh munafik..paslon 3 munafik! Ham mana ham
0,NA,08/02/2017 23:37,"Jd,pak @aniesbaswedan
Pake logika iklan ini: jgn nikahi pria mapan,dan pria yg mau kerja keras.Tp pilih pria yg per� https://t.co/oBywvGfP7E"
0,NA,08/02/2017 23:37,Ohh @pandji @aniesbaswedan satu gerbong dgn #FPI ya https://t.co/WuMMaWPRtD
0,NA,08/02/2017 23:36,@aniesbaswedan @ranabaja @Puspen_TNI Rencana curang yg dahsyat.Taipan beli Kotak suara penngganti kotak dari TPS/KP� https://t.co/HcZSVAFyjx
-1,NA,08/02/2017 23:35,udah gak respect sama mas @aniesbaswedan https://t.co/ygm97RkbAE
-1,NA,08/02/2017 23:34,"PENGALAMAN KERJA PECATAN MENTERI @aniesbaswedan. Andapernah jd,pemimpinn rakyat blom WOOII BUKA BUKA @sandiuno. https://t.co/JGyNAjpPc4"
0,NA,08/02/2017 23:33,"@JktMajuBersama @aniesbaswedan @sandiuno @Pendopo_Anies  Keren nih iklannya , bikin sih @GunRomli sama cecunguknya� https://t.co/LlFP4EbzaX"
0,NA,08/02/2017 23:22,@GunRomli segini doang kualitasnya @aniesbaswedan sama @sandiuno ?? Atau ini cm kerjaan tim sukses tanpa sepengatahuan paslon? @pandji
0,NA,08/02/2017 23:21,Seriusss??? @aniesbaswedan bawa2 isu agama? Lain omongan lain perbuatan mas aniesnya mah. What do you think @pandji? https://t.co/YNlTXrqoKO
0,NA,08/02/2017 23:18,"#PemimpinTauladan, makan sambil duduk atau klo terpaksa jongkok @sandiuno @aniesbaswedan #PemimpinIdaman #OkOce https://t.co/bM2xTnEhSZ"
0,NA,08/02/2017 23:14,"@kompascom hayo rasis lagi, udah @aniesbaswedan terang-terangan rasis dan ga pro-kebhinekaan sekarang @AgusYudhoyono juga sama #CagubRasis"
0,NA,08/02/2017 23:13,"Setelah tidak mampu menawarkan program kampanye, @aniesbaswedan akhirnya memanfaatkan isu SARA pd iklannya.� https://t.co/giM3qyHG55"
0,NA,08/02/2017 23:10,"Pak @aniesbaswedan bilang mau menghilangkan ""kotak-kotak"",mau mempersatukan, Lah branding bapak aja begini?!!!! https://t.co/baVU8DwIYf"
-1,NA,08/02/2017 23:07,"Karena Kekuasaan @aniesbaswedan berubah TOTAL
Masih Mau Memilih Dia
Tentu TIDAK

@pandji @ReneCC
https://t.co/hMEjX7GLBi"
0,NA,08/02/2017 23:06,"@gerilyapolitik @cadarmerah @aniesbaswedan @Pakar_Mantan Gak mungkin salah Data, kan Dia seorang Professor, Mantan Rektor juga Mentri"
0,NA,08/02/2017 23:06,Gk jubir gk paslon sma2 asbun <ed><U+00A0><U+00BD><ed><U+00B9><U+0089><ed><U+00A0><U+00BD><ed><U+00B9><U+008A><ed><U+00A0><U+00BD><ed><U+00B9><U+0088> @aniesbaswedan https://t.co/KJWfeNRO39
0,NA,08/02/2017 23:02,https://t.co/MDKgFmI1DL | terimakasih #Panwaslu #KampanyeHitam @aniesbaswedan @sandiuno #CoblosPecinyaNomor3 #AniesSandi #SalamBersama
-1,NA,08/02/2017 22:59,@addiems @FiraniaAmanda__ CC @aniesbaswedan mnjual otaknya demi ambisi! Sad!
0,NA,08/02/2017 22:57,@kue_putu_enak @kurawa @aniesbaswedan @pandji harusnya begitu bang. Hahaaha
-1,NA,08/02/2017 22:56,@jokoanwar @temanAhok @aniesbaswedan g pny progrmmm omm bs nya nyunyir SARA https://t.co/0tk8j930BM
0,NA,08/02/2017 22:54,Tenun isu sara? @aniesbaswedan https://t.co/bMcdCvX9Cy
-1,NA,08/02/2017 22:52,@jokoanwar @aniesbaswedan TIDAK LAYAK ANDA JD PEMIMPI. SKR BARU KEIATAN ASLINYA
0,NA,08/02/2017 22:50,@PKSJakarta @safurilegowo Wa'alaykumussalaam warohmatullohi wabarokaatuhu ... @aniesbaswedan @sandiuno for Jakarta Jayakarta Fathan Mubiina
0,NA,08/02/2017 22:49,@jokoanwar @aniesbaswedan dulu kawan sekarang lawan.
0,NA,08/02/2017 22:47,@aniesbaswedan @GunRomli  https://t.co/YeKbEXZmcO muslim pilih gubernur https://t.co/NkG2PGohft Indonesia pilih gub� https://t.co/C737ArquwM
0,NA,08/02/2017 22:45,Ya ampuuuuun ga salah iklan ky gini? @aniesbaswedan @pandji ?? https://t.co/LkZLSrGTpX
-1,NA,08/02/2017 22:42,@hariadhi Percuma Slogan Tenun Kebangsaan ..@aniesbaswedan sdh merobeknya karena ambisi Cagub#Seagama/ga
0,NA,08/02/2017 22:39,"Assalamu'akaikum, pagi twepks, ini momen keren @aniesbaswedan menemui nelayan dlm latar pelangi.� https://t.co/EBn7KviSC9"
-1,NA,08/02/2017 22:34,"@vinarestiani1 @GunRomli tenun kebangsaan? Bilang ke @aniesbaswedan ya, mulai skrg jgn sebut2 tenun kebangsaan. Ga sesuai banget"
0,NA,08/02/2017 22:33,"#AniesCagubFPI kereeeen ! Di dukung ma kelompok yg ""ga suka"" ma Presiden @jokowi  , apa ga bahaya tu buat kakak @aniesbaswedan - @sandiuno ?"
-1,NA,08/02/2017 22:31,@gunawanahokers @fajaralam9 @GunRomli @aniesbaswedan @sandiuno pantes dipecat ama Jokowi. Dlu ga ngerti apa alasan dia djpecat. Skrg tau deh
-1,NA,08/02/2017 22:30,@Metro_TV @aniesbaswedan programnya kok berjanji semua ya.. ditepati???
-1,NA,08/02/2017 22:28,@jokoanwar @temanAhok @aniesbaswedan Beda agama siapa? Jakarta beragama? 5th cerai? Pemahaman Cagubnya Cetek sekali. Mau pimpin Jakarta????
0,NA,08/02/2017 22:25,"@jokoanwar @aniesbaswedan apakah ini bisa kategorikan SARa? Kl iya, knp kok ga di tegur ato kenakan sanksi ya?  Apakah SARA masih diizinkan?"
0,NA,08/02/2017 22:20,"@aniesbaswedan Asalamualaikum, Selamat Pagi Kawan..Menyambut Pagi dgn Hati yg Senang Penuh Semangat !! Karena Harap� https://t.co/q71b5xpbtI"
0,NA,08/02/2017 22:18,Pak @aniesbaswedan ini pertarungan agama ya? Sampe gitu banget kampanye nya? https://t.co/QONHyNa2Mq
-1,NA,08/02/2017 22:16,"@jokoanwar @aniesbaswedan bego Lo pada, misalkan: Pilih no2 karena kita se iman..... ada yg salah ?? Dasar bawel..."
-1,NA,08/02/2017 22:13,"Sumpah ni norak banget! Kenapa @aniesbaswedan jadi seperti ini, panteslah dicopot jadi Mendikbud. Gak mendidik bang� https://t.co/o41MDC2B67"
-1,NA,08/02/2017 22:10,@AgusYudhoyono @aniesbaswedan @basuki_btp jual program buat dki bkn rasis/fasis jgn bohongn warga hny u jd gubernur #GUE 2 #TETEPAHOK<U+270C><U+FE0F><U+270C><U+FE0F>
-1,NA,08/02/2017 22:07,@bnrdeh @Takviri @aniesbaswedan karir Anda BKln stuck karna bawak isu agama di iklan politik. Tidak cocok jugak jadi dosen .
0,NA,08/02/2017 22:04,@wakilgubernurKW @Takviri @detikcom iklan ini akan menampar @aniesbaswedan kalau beliau mau coba jadi capres RI. Ingat Bhinneka tunggal Ika!
1,NA,08/02/2017 22:04,@pandji stop sindir2 paslon lain dg hal negatif/nyerempet2... Bahaya buat putaran ke dua.. Semangat tebar positif @aniesbaswedan @sandiuno
0,NA,08/02/2017 22:01,@aniesbaswedan luar biasa...peninggalan betsejarah..
0,NA,08/02/2017 21:59,@aniesbaswedan @sandiuno iklan macam mana ini <ed><U+00A0><U+00BD><ed><U+00B1><U+008E> https://t.co/jJzUHCqiMG
-1,NA,08/02/2017 21:54,@Metro_TV @aniesbaswedan jngn berjanji pak.... emang para petani di indonesia sbgi sumber sembako kasi barang murah??? Asal janji aja...
0,NA,08/02/2017 21:50,"@caitlinlauretta @GunRomli @aniesbaswedan jabatan menteri bukan jabatan karier tp jabatan politis, adanya golkar&amp;pan ada konsekuensi politik"
-1,NA,08/02/2017 21:48,"@BHD_58 @jakartaasoy @aniesbaswedan manusia ambisius  Licik pendusta,"
0,NA,08/02/2017 21:45,Anies Janjikan Sembako Murah buat Warga Jakarta https://t.co/9Cv0Z1XR9y @aniesbaswedan https://t.co/HYWEhQRfqR
0,NA,08/02/2017 21:41,@Adrian_Mbul @aniesbaswedan @sandiuno @pandji wkwkwkwk artisnya THERLALU lebay <ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+0086>
0,NA,08/02/2017 21:24,@rudianto_rudy @GunRomli @aniesbaswedan @sandiuno @pandji he he...lucu ya bang
0,NA,08/02/2017 21:19,Sy tambah gak ngerti sm yg tittle nya dosen @aniesbaswedan https://t.co/VIOJuZHA5t
0,NA,08/02/2017 21:11,"Taikers main fitnah,  setelah @AgusYudhoyono kini @aniesbaswedan yg difitnah  begini kelakuan manusia yg tdk percay� https://t.co/u3XWxC5yD6"
0,NA,08/02/2017 20:58,"Analisa pintar.
Namun miris jg Anies approve it.
Kata"" inspiratif @aniesbaswedan jd tdk berarti dgn Fakta ini.� https://t.co/TUjadwRLHC"
0,NA,08/02/2017 20:54,@deepidle @GunRomli Aku rela dia memilih jd GAY <ed><U+00A0><U+00BD><ed><U+00B8><U+0080> @aniesbaswedan
0,NA,08/02/2017 20:51,@JktMajuBersama @aniesbaswedan SAMPURA SUN DALAM PERGERAKAN KE 1 AN JIKA PIMPINAN BERKATA LANGKAH TEGAK MAJU JALAN SEMUA BERGERAK SESUAI DIA
0,NA,08/02/2017 20:49,@JktMajuBersama @aniesbaswedan SAMPURA SUN SEMENJAK KEMERDEKAAN PARA PAHALA WAN MENJADIKAN UUD 1 9 4 5 &amp; PANCASILA SEBAGAI DASAR NEGARA NKRI
0,NA,08/02/2017 20:42,"1.Pak @aniesbaswedan ke markas FPI dlm rangka mencerdaskan ONTA.kata jubirnya ""fpi g usah dibubarkan,spya kt tau bgmn org yg tdk sklh"""
0,NA,08/02/2017 20:26,"Ada kalimat beda agama di iklan ini, Sy tersinggung dengan iklan ini !! @aniesbaswedan @pandji https://t.co/gWWLZrMR3U"
0,NA,08/02/2017 20:21,"@aniesbaswedan Iklannya mantap pak bgtu mencerdaskan msyrkt dan umat. mrk hrus sadar siapa yg pantas ,tdk pantas dan dipantaskan."
-1,NA,08/02/2017 20:15,@jokoanwar @temanAhok @aniesbaswedan pantes pada akhirnya dipecat dr menteri..
0,NA,08/02/2017 19:55,"WOW.. !!! 
KECURANGAN MASSIVE
450.000 KTP ASPAL
cc @maspiyuuu @Gemacan70  @BangsaPenguasa @aniesbaswedan� https://t.co/lzZEuYkvZZ"
-1,NA,08/02/2017 19:48,@putoIND @jokoanwar @temanAhok @jokowi @aniesbaswedan mmg pak jokowi benar2 teliti &amp; gak main sm menteri model ginian..bisa2 ancur brantakn
0,NA,08/02/2017 19:44,"Asal Beye Senang aja dehhh
@AgusYudhoyono @agussylviDKI 
@AgusSylviFC @aniesbaswedan 
#AniesCagubFPI� https://t.co/2SOA8MCjxy"
-1,NA,08/02/2017 19:42,Maklum....cagub rasis...kok bisa @aniesbaswedan berubah menjadi rasis gitu ? #AniesCagubFPI https://t.co/sv5FZBCfgF
0,NA,08/02/2017 19:26,@zapinrenggo @aniesbaswedan dan saya yakin pengganti bang sule di tahun yg akan datang <ed><U+00A0><U+00BD><ed><U+00B8><U+0082>
0,NA,08/02/2017 19:24,@ernestprakasa @ferrykamoto mas @pandji dan pak @aniesbaswedan kok beda ya? https://t.co/2S9rHI45fF
-1,NA,08/02/2017 19:18,"@jokoanwar @nufandaash_ @aniesbaswedan beda agama terus kenapa, apa kl agama a ato b terus pasti bagus jd gubernur? https://t.co/gxjjw41rFw"
0,NA,08/02/2017 19:17,"@HamidAlqaadri @jokoanwar @aniesbaswedan  ngomongin islam, eh yg di follow kaya gini
<ed><U+00A0><U+00BD><ed><U+00B8><U+0082> https://t.co/QTv33VGhU4"
0,NA,08/02/2017 19:14,"@Iskusumah @jokoanwar @aniesbaswedan pasti ada yg tdk beres,mikirnya kok repot sih?simple,kalau suara mesin mobil gak enak,oli harus ganti."
0,NA,08/02/2017 19:13,"@Iskusumah @jokoanwar @aniesbaswedan nah artinya saat ini ada yg perlu diluruskan,ada yg salah dr nonmuslim.udah jelas salah dibela,pasti"
0,NA,08/02/2017 19:12,"@HamidAlqaadri @jokoanwar @aniesbaswedan lah betul maka hargailah bkan sinis kya gini
Banyak baca pak"
0,NA,08/02/2017 19:11,"@Iskusumah @jokoanwar @aniesbaswedan itu artinya muslim itu baik,adil,sangat toleran,dan sangat hormat,mas harus sadar,kalau ayah mas dumaki"
0,NA,08/02/2017 19:09,"@Iskusumah @jokoanwar @aniesbaswedan kalau muslim gak baik dan gak adil,mas tau lah apa yg terjadi sm non muslim.tp saat ini kan aman2 saja"
0,NA,08/02/2017 19:09,@Pendopo_Anies @aniesbaswedan @sandiuno Hancurkan Pulau N New Tanjung Priok
0,NA,08/02/2017 19:08,@HamidAlqaadri @jokoanwar @aniesbaswedan dan banyak belajar ya biar tua nya tdak tersesat
0,NA,08/02/2017 19:06,"@Iskusumah @jokoanwar @aniesbaswedan sekelas meneger itu cina semua,seagama pula.itu lumrah lho.itu natural,jd gak usah minta dubela"
0,NA,08/02/2017 19:01,"@yunianto_w @jokoanwar @aniesbaswedan kren,jgn berlindung di kata SARA,non muslim sebenarnya terlalu berlebihan berharap minta di utamakan."
0,NA,08/02/2017 18:59,@GunRomli kecerdasan @aniesbaswedan cuma sebatas mainin issue SARA. Itu akan jadi boomerang buat dia.
0,NA,08/02/2017 18:58,"@Iskusumah @jokoanwar @aniesbaswedan pasti beliau sadar betul,karena islam mayoritas,harus di utamakan.non muslim harus paham itu."
0,NA,08/02/2017 18:56,"Apalah itu, ternyata @aniesbaswedan dan @sandiuno mendukung ormas yang intoleran. ckckck @kurcaci_09 #AniesCagubFPI #AniesSandiMemimpin"
-1,NA,08/02/2017 18:56,Iklan ga mendidik sebagai seorang yang katanya pendidik @aniesbaswedan @sandiuno
0,NA,08/02/2017 18:42,Ohh @pandji luar biasa emang calon lo ini. Toleran banget emang mantan mendikbud kita ini @aniesbaswedan.
-1,NA,08/02/2017 18:37,"@aniesbaswedan pantas anda d pecat presiden,  iklan kampanye anda sdah terlihat membeda2kan agama..  Anda anti panc� https://t.co/gbuIIWvo0t"
0,NA,08/02/2017 18:34,festival gagasannya cuma segitu doang @aniesbaswedan ? #Gue2
0,NA,08/02/2017 18:33,@tvOneNews @grace_nanda24r @prabowo @Gerindra @sandiuno @aniesbaswedan @msi_sohibuliman ini yg kutunggu. siap 86 #AniesSandiMemimpin #OKOCE
0,NA,08/02/2017 18:30,"Selain jd boneka @prabowo, @aniesbaswedan jg sudah jd boneka lucunya kaum ekstrimis semisal FPI. Pokoknya demi #AniesSandiMemimpin #OKOCE"
0,NA,08/02/2017 18:27,"@jokoanwar @aniesbaswedan jd nginget2 lg, dulu waktu sekolah pernah milih ketua kelas ""beda agama"" ga ya~"
0,NA,08/02/2017 18:21,Wah jadi penasaran. Jangan2 anak2 di pedalaman diajarin ilmu SARA gini sm pak @aniesbaswedan and tim. Hehehehe
-1,NA,08/02/2017 18:19,@GunRomli @aniesbaswedan jg koar2 mslh pendidikan. Pdhal dlunya mendikbud yg dipecat. Mstinya malu banget
-1,NA,08/02/2017 18:15,@haloJakarta @aniesbaswedan @GunRomli @Takviri @YouTube apa boleh kampanye di mesjid. Ni org ga tau aturan
-1,NA,08/02/2017 18:09,@Fajar_Noverian @hariadhi untung bok @aniesbaswedan g jd menteri pendidikan g pake lama ya ... iso bubrah generasi muda Indonesia <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>
0,NA,08/02/2017 18:06,Nah @Lady17igi dukung @aniesbaswedan @sandiuno #BerjamaahCoblosPecinya https://t.co/iRqIcig2vt
0,NA,08/02/2017 18:04,"Ugh sedih liat iklan ini. Pak @aniesbaswedan, seriously?! How come pak? https://t.co/v5arwaQp97"
0,NA,08/02/2017 18:02,"Apa bisa merajut Tenun Kebangsaan, cuma merangkul yang sesama agama ?@aniesbaswedan #CagubRasis  https://t.co/XD0XsFf6jI"
0,NA,08/02/2017 18:02,"Dgn Video ini
@aniesbaswedan #CagubRasis
Menghina Para Pemimpin Muda dari Berbagai agama dan suku yang Terlibat ger� https://t.co/rFOXE5VZ5M"
0,NA,08/02/2017 17:59,@aniesbaswedan lucunya dimana ya? Apa sense of humor gw rusak ya..<ed><U+00A0><U+00BD><ed><U+00B8><U+00A3>
-1,NA,08/02/2017 17:58,@jokoanwar @temanAhok @aniesbaswedan untung saya ga pernah mimpi jd gub. Anies ga bakal kasih ruang minoritas. Untung ga jd Presiden.
0,NA,08/02/2017 17:56,"@GunRomli Ya Tuhan YME, masa iya iklan kampanye sampai segininya  @aniesbaswedan"
0,NA,08/02/2017 17:56,"@aniesbaswedan jd klo buat iklan trus muji diri sndiri pintar,peduli dll ga banyak guna nya karena kenyataan nya elu blm bikin apa2."
0,NA,08/02/2017 17:55,"@mnemonictanz @GunRomli @aniesbaswedan @pandji Yupsss... HRS ga sadar klo dirinya sdg dijadikan ""Golek"" oleh Anies. Anies hanya butuh massa"
1,0,08/02/2017 17:55,@aniesbaswedan ahok itu menang krn bukti kerja nya nyata. rakyat DKI banyak terbantu. elu ngemeng penggusuran? faktanya tepat banjir minim
0,NA,08/02/2017 17:54,Jadi sapi juga akhirnya @aniesbaswedan https://t.co/OzUnVYY7XS
0,NA,08/02/2017 17:53,"@bnrdeh @aniesbaswedan jg buat org yg ngusung beliau kalo 2019 ikut pilpres lg, bahaya buat kebhinekaan Indonesia"
0,NA,08/02/2017 17:53,@BantengCyber @newagestein @aniesbaswedan @detikcom Betul dan Tepat sekali
0,NA,08/02/2017 17:51,@LeReynerK @GunRomli @aniesbaswedan itu kata2 manis sang mantan. Biasanya kalau belum mantan ya baik2 sj. Kalau udh jd mantan ya begitulah
0,NA,08/02/2017 17:50,"Apa @aniesbaswedan ga tau @prabowo dgn adiknya itu Beda Iman?
Akibat #AniesDidukungFPI Ketularan jdnya #CagubRasis� https://t.co/fViSTEaUNC"
0,NA,08/02/2017 17:49,@jokoanwar @temanAhok @aniesbaswedan Paslon satu pake daster
0,NA,08/02/2017 17:48,@aniesbaswedan secara tidak langsung anda membunuh impian anak2 kaum minoritas untuk menjadi seorang pemimpin di negara ini.
