"","text","is_kelas"
"13696.content","keren bapak",1
"13697.content","biarpun ktnya prgrm bukan prgrm baru cmn ngelanjut lama minimal hsl ya bapak",1
"13698.content","keren keren keren",1
"13699.content","jangan lupa ya tanggal februari nyoblos tidak",1
"13700.content","bapak pilih adalah lindung konstitusi jangan mau bohong pake dalil konstitusi",0
"13701.content","sinar bulan purnama",1
"13702.content","nista sudah kembali",-1
"13703.content","maaf saya acuh drm waktu pertama kali senyum",0
"13704.content","ya tuhan semoga bapak menang putar bs kembali pimpin jkt tegas jujur bersih",1
"13705.content","saya suka saya suka pilih",1
"13706.content","basuki ahokdjarot paling matang",1
"13707.content","beda kelas ama bapak prof roma harus banyak ajar bapak ahokdjarot ya",1
"13708.content","sudah tidak ngaruh sumpah kamu sudah dakwa balik gubernur kamu tidak masalahin",-1
"13709.content","nonton aadc mana rangga blg bpknya bandel buat tesis bobrok orang pemerintah shg cap komunis mirip nasib ya",0
"13710.content","saya ridho ikhlas rela mrk semua hidup damai ruang sempit tahan",-1
"13711.content","semoga ahokdjarot pilih",1
"13712.content","ayan rakyat sudah kembali",1
"13713.content","orang sudah baca paslon lebih realistis",1
"13714.content","rugi bandar",-1
"13715.content","mereka seh penting jabat halal semua cara apalgi cuma langgar",-1
"13716.content","doa saya smg bapak pilih klpn tidak suatu saat saya cerita anak saya bapak pernah ikut dukung orang baik spt bapak",1
"13717.content","gbu bapak n love semoga bapak pilih gubernur jkt next r",1
"13718.content","sudah tidak sabar mau coblos nomer menang satu putar mereka melek this is jakarta",1
"13719.content","orang sudah umroh kalian caci maki mimpi sana mekah lom sampai",-1
"13720.content","semoga bapak menang satu putar ya bapak sehat terus bapak banyak doa bapak sukses semangat bapak ahokdjarot",1
"13721.content","kamu nanye siape",0
"13722.content","mungkin kurang iman",-1
"13723.content","kangen pake bangett fef fef",1
"13724.content","semoga menang",1
"13725.content","pontianak pilih boleh menang hanya sudah jelas menang tidak",1
"13726.content","bapak jangan lupa saran saya bljrlh tutur kata santun sangat penting bagi semua salam hormat",1
"13727.content","betul tidak",0
"13728.content","besok ahokdjarot sudah gubernur",1
"13729.content","jangan plih gubernur prtai korup apbd dki t bs bancak",-1
"13730.content","bapak saya tau bapak tidak mmbaca tulis saya tidak apa mdhn bnyk bicara saya",0
"13731.content","semoga bapak menang",1
"13732.content","bapak saya muslim saya percaya bapak ubah jakarta arah lbh baik dki sbgai wajah indah indonesia",1
"13733.content","persepsi emang beda agama bagi kami segala mu adalah ulama kami panutan kami saya cina marga tan",-1
"13734.content","saya dukung bapak doa walau saya bukan orang jakarta saya bandar lampung jangan gentar bapak semangat",1
"13735.content","jelas ucap bapak bapak",0
"13736.content","sudah persepsi orang mmng beda disesuaikan fikiran ingin masing go with your cagub luck ya",0
"13737.content","mengakuin salah mana jelas nista video tanpa ubah fatwa mu jelas sekal",-1
"13738.content","tidak jelas",1
"13739.content","bapak nada bapak trplh jangan kuasa bapak untung ras bapak ingat r adlh negara mayoritas islam",0
"13740.content","dia edit penggal acara tv dia salah sblm ahirnya tarik beking",0
"13741.content","masa tenang rabu februari datang tps jangan golput",0
"13742.content","tidak omong apa pkknya love full",1
"13743.content","bapak saya tidak punya pilih dki survei smrc agussylvi ahokdjarot aniessandi",0
"13744.content","mulai pukul bapak kembali mimpin jakarta welcome back",1
"13745.content","betul tidak",0
"13746.content","bagi besar masyarakat tau delema bapak kasus bapak adalah pemimpin negara bangsa",1
"13747.content","siaaap bapak jakarta lebih baik kami tetap dukung bapak ahokdjarot ahokdjarot",1
"13748.content","bapak jangan kcwakan syng bapak buat mrka tmbh mncntai survei smrc agussylvi ahokdjarot aniessandi",1
"13749.content","selamat tugas layan warga ya bapak ahokdjarot",1
"13750.content","bahagia lihat bapak duduk kursi langkah awal layan warga dki masa lima tahun",1
"13751.content","bapak bnyk syng bapak tidak sdkt benci bapak survei smrc agussylvi ahokdjarot aniessandi",1
"13752.content","bapak bljrlh sdah jangan ulang kemudian hari survei smrc agussylvi ahokdjarot aniessandi",0
"13753.content","bnr trjd saya kmrin mimpi saya tlh plkd gubernur dki mngtahui hsl kmnngn bapak ahokdjarot ahokdjarot dngn kmngn",1
"13754.content","mundur malu maju mentok",-1
"13755.content","malam warga jkt bobok tenang ya walau hujan seharaian tuhan jjt tidak banjir makasih bapak",1
"13756.content","kl ttg gaya bicara bapak ledak saya tuju hrs rubah dikit kl ttg nista tidak efek buniyani",0
"13757.content","bapak saya yakin bapak orang baik jangan kecewa kami survei smrc agussylvi ahokdjarot aniessandi",1
"13758.content","saya harap bapak presiden dpt sikap bijak benar kasus segera keluar pres pemberhentian sementara",-1
"13759.content","tulis keren ttg impi basuki impi adalah impi kita semua",1
"13760.content","bapak saran saya bljrlh tutur kata santun survei smrc agussylvi ahokdjarot aniessandi",0
"13761.content","betul sekal sedih bener nasib bapak hrs negarawan pilih cundang",-1
"13762.content","cerita balik aksi dama adalah jangan bicara sisi negatif sedang tuntut adalah soal",-1
"13763.content","semangat bapak",1
"13764.content","tabiat mana suka omong kasar orang tidak bener atau mana rizik dkk suka omong kasar",-1
"13765.content","golput bukan",0
"13766.content","calon mertua salto lempar lembing goyang dumang",0
"13767.content","bukan salah buniyani edit banyak kyai setelah lihat video bilang tidak nista",1
"13768.content","prestasi bapak ckckcc salut banget",1
"13769.content","selamat kerja bapak",1
"13770.content","tenang bapak kami luar jkt selalu dukung mu sukses terus berantas mafia tanah jkt",1
"13771.content","kaos item tulis gua ahokdjarot beli mana",0
"13772.content","bagaimana jelas aniessandi sbg dukung ormas fpi intoleran anarkis",-1
"13773.content","gpp buat ngeramein aj",0
"13774.content","bukan anti pati enek ma laku bukan cina emak saya cina tabiat dia najis",-1
"13775.content","besok senin habis sidang jangan marah marah ya bapak",-1
"13776.content","bhahahahha ngapa mba yakin diri sendiri tidak najis",-1
"13777.content","najis arti haram",-1
"13778.content","tidak sabar feb",1
"13779.content","bapak bapak bangetttt",1
"13780.content","hujan hampir tiap hr jkt banjir tidak apa ud lupa panas pilkada",0
"13781.content","habis para koruptor sampai tuntas",1
"13782.content","kata najis keluar perempuan najis",-1
"13783.content","ahokdjarot memang tipe kerja keras tidak tipe pemimpin",-1
"13784.content","gubernur saya lain masih cagub welcome back bapak selamat tugas kembali",1
"13785.content","mskpun saya bukan wrga jkrta saya sgt suka kpemimpinan bapak saya hanya terus doa semoga tuhan beri baik",1
"13786.content","siap bapak bapak menang",1
"13787.content","item amat jari ibu mega yowes pilih cagub ya gpp semoga hasil suai harap kl kalah legowo ya",1
"13788.content","pilih tunjuk nasionalisme patriotisme anda jangan ragu pilih",1
"13789.content","pasar rakyat kog tidak lihat jual fef semangat terus bapak lnjutkn pemerintahan jujur transparan profesional",0
"13790.content","aing bukan orang jakarta aing dukung bapak dunia sudah jajah oleh manusia haus nafsu dunia",1
"13791.content","benar ingat upah kerja benar bawa kepada hidup hasil orang fasik bawa kepa",0
"13792.content","debat mpok kmana na subuh magrib masjid ehm",0
"13793.content","dulu bilang begitu cuuuk",-1
"13794.content","sukses bapak ahokdjarot jarot",1
"13795.content","pret belum tau dia semua berita bohong media",-1
"13796.content","bukti dpengadilan bukan disosmed slh alamat bro",0
"13797.content","puji tuhan bapak",1
"13798.content","semoga anda dapat rahmat yme",1
"13799.content","annncuuurrrr",-1
"13800.content","sangat beda kita pilih gubernur bukan pilih pemimpin umat pemimpinnya harus agama umat",0
"13801.content","laporin abang emang ngelanggar abang cuma ngebangun opini sosmed",0
"13802.content","keliru bila bilang pilih agama lawan konstitusi tidak ngerti konstitusi agak ngerti",-1
"13803.content","jakarta landa hujan hari namun tidak banjir seperti dulu sehat selalu bapak salam",1
"13804.content","juru selamat jakarta ahokdjarot ahokdjarot",1
"13805.content","bikin iri jomlo bapak",0
"13806.content","bapak boleh kami dapat link isi lapor dana kampanye",0
"13807.content","saya tidak mau golput",1
"13808.content","picu kereta sumber mulut bapak",-1
"13809.content","dukung ahokdjarot tuluz hati gada sudah dbalik peyek trlht wajah ceria",1
"13810.content","wah len walaupun bukan warga jakarta saya ikut dukung ahokdjarot semoga",1
"13811.content","dear mantap anak medan belitung santai dulu mau lihat rumah hantu hambalang kinerja thn",1
"13812.content","milik rusunami milik sendiri pasti tetap bayar iur bulan tadi",-1
"13813.content","om tante jangan ting ya ahokdjarot gubernur",1
"13814.content","contoh wajah indonesia benar",1
"13815.content","saya mak doa bapak semoga cepat penjara",1
"13816.content","doa sya bapak semoga bapak menang",1
"13817.content","ahokdjarot siapa ya",0
"13818.content","keren bgtt",1
"13819.content","kamu ky punya tuhan ahokdjarot saya bingung kamu masih inget do mohon siapa saya yakin kamu pasti kalah ahokdjarot",-1
"13820.content","ingat bahwa dunia kita tidak sendiri cipta dunia jauh lebih rendah hati manusia bumi",0
"13821.content","siapa libat korup hrs dtindak tegas tnpa pandang bulu",0
"13822.content","hujan non stop ngk banjir thank bapak ahokdjarot",1
"13823.content","tetap semangat semoga memang satu putar",1
"13824.content","bahagia lihat gerak tuna rungu indonesia terima tawarkan support uang kerja",1
"13825.content","amiien sukses pilkada  buat ahokdjarot",1
"13826.content","ya tuhan mohon segera tuk mngunci bacot agar neger slmt aqidah kmi trjaga ya robb",-1
"13827.content","salam nomor borneo island semoga bapak kembali pimpin jakarta be be be be",1
"13828.content","saat pilih adlh saat kebenarn adlh titik uji karakter kompetensi kami stephen",0
"13829.content","perlu ingat bahwa tidak siapa dunia hakim hanya tuhan",0
"13830.content","iya hiks kasih psk kalijodo merana",0
"13831.content","bapak tlng cek ktp saya lurah sudah pndk klpa kenapa tps satu suami lurah pndk",0
"13832.content","mereka datang support ahokdjarot ahokdjarot",1
"13833.content","smua diucapin dilakuin salah mulu manusia paling bener suci jakarta cuma kayak",-1
"13834.content","ya robbal alamin semoga doa tulus hati kita ijabah tuhan s t",1
"13835.content","welcome back bapak we love bapak baik om tante hanya paman",1
"13836.content","semoga lancar lanjut periode dua siapa jujur dedikasi pimpin dki cara tuntas",1
"13837.content","ya ahokdjarot ahokdjarot menang putar salam jari",1
"13838.content","selamat kerja kembali gubernur kembali note barang tidak usah dipacking masih lm sana",1
"13839.content","mohon kuasa tuhan ahokdjarot ahokdjarot juara",1
"13840.content","ahokdjarot marah sebab jelas spt koruptor atau orang mau ambl kjp tunai y lawan hukum geblek",-1
"13841.content","mari terus doa buat jakarta buat indonesia",1
"13842.content","pesta rakyat",0
"13843.content","masa sieh bapak haiyahh tepuu ahokdjarot jangan khawatir saya tidak niat calon presiden",0
"13844.content","titik kita rasa para suara suara nabi hilang sifat nabi",-1
"13845.content","tidak balik ya elu sering mukul umat muslim hina ahokdjarot",-1
"13846.content","wakil presiden dulu colek",0
"13847.content","penting jngn pancing emosi maju terus pantang mundur",1
"13848.content","kenapa bapak banyak dukung bapak bapak mimpin indonesia",1
"13849.content","semangt bapak bukti visi misi bapak thun dpan nanti",1
"13850.content","ralat pesta rakyat ibu",0
"13851.content","doa serta bapak",1
"13852.content","mundur pdip boy sadikin saya tidak tahan lihat laku ahokdjarot",0
"13853.content","ahokdjarot menang putar",1
"13854.content","sukses bapak ahokdjarot masa depan bangsa khusus dki saat lebih maju depan panjang bapak ahokdjarot pimpin",1
"13855.content","sampai malam pesta rakyat masih seru bapak sayang saya tidak ketemu bapak ahokdjarot",1
"13856.content","tidak perlu nyata seperti bapak bapak",1
"13857.content","maju terus bapak ahokdjarot jarot anggota siap tambah suara bapak ahokdjarot jarot satu putar",1
"13858.content","asa jaga idealis konsisten bapak",1
"13859.content","sedih tidak ujung gua tanggal tidak milih dki sebab ktp masihbogor saya pilih gua dua ",1
"13860.content","kami dukung doa bapak tetap sehat cinta rakyat dki pilih mereka tanggal februari tym",1
"13861.content","geblekkk apakah ahokdjarot aniaya doa tidak manjur banget bukan ulama",-1
"13862.content","ipl apa",0
"13863.content","bapak ahokdjarot aktif semangat bapak semoga jakarta baik semoga bapak pilih nanti",1
"13864.content","bapak dulu prnh atak hal spt bapak persis",0
"13865.content","sungguh kasih pakai cuma semua rusunawa dki beliau tidak mau sebut gratis mereka byr ipl",1
"13866.content","zuhairi misrawi ya pantesssss",0
"13867.content","gubernur sangka tidak langgar konstitusi",-1
"13868.content","ridhomu bukan mu",1
"13869.content","byk dukung nyata buta fanatik pilih boleh beda jangan paksa pilih rakyat pilih",0
"13870.content","apa ya",0
"13871.content","semangat bapak semoga menang kami tetap prinsip dukung tidak",1
"13872.content","saya doa agar milu febuari sukses tanpa ganggu pasti ahokdjarot menang putar",1
"13873.content","saya bukan warga dki namun saya doa semoga bapak ahokdjarot gubernur semoga jika menang bapak selalu amanah",1
"13874.content","pilih gubernur ruji sudah bukti tuk dki jakarte bersih bebas korupsi ormas intoleran hanya kali putar",1
"13875.content","tangtang berani tidak",0
"13876.content","bukti ragam hidup indonesia baik suku maupun agama saling hormat tuhan tidak pilih kasih",0
"13877.content","tuju bapak bukan cuma om tante ortu mertua",1
"13878.content","niat baik pasti dapat dukung rakyat restu oleh tuhan maha kuasa",1
"13879.content","semoga sukses bapak salam jari kalimantan timur tuhan berkat",1
"13880.content","bapak semoga tanggal satu putar tidak menang fef",1
"13881.content","putar",1
"13882.content","semoga bapak ahokdjarot bapak ahokdjarot kembali pilih gubernur dki",1
"13883.content","salam jari bapak ahokdjarot semoga menang putar tuhan yesus berkat",1
"13884.content","jika bapak gubernur dki bapak kadis koperasi bapak",0
"13885.content","doa kami menang ahokdjarot jarot putar salam jari",1
"13886.content","walau bukan orang jkt sllu doa trbaik bapak wakil spya menang",1
"13887.content","bapak basuki saya bukan warga jakarta saya doa bapak keluarga sukses bahagia selalu",1
"13888.content","bagi pemilih ingin pemerintahnya sukses mari kita pilih nomer dua fef",1
"13889.content","semoga anak mereka generasi cemerlang berkat bapak tegas lanjut bapak kami doa tulus salam",1
"13890.content","kami rindu banjir mana banjir bapak kirim",0
"13891.content","bapak bapak kita jebak macet jam jalan paso giat agama ngadunya mana",1
"13892.content","jangan pilih pksnya pilih tidak sudah bukti hasil kerja",1
"13893.content","lucu blusukan pipi ahokdjarot cubit colek bapak haji",1
"13894.content","muslim pilih pmimpin kafir langgar alqur an",-1
"13895.content","ahokdjarot mmg gubernur dki cuma nerusin kerja sm kyk foke nerusin kerjaanny sutiyoso ahokdjarot cuma thn hasilny cumlaude",-1
"13896.content","semoga pilkada dki jalan lancar sukses",1
"13897.content","benar maka didik kita masalah",0
"13898.content","semua grgr grgr pemerintah lindung",-1
"13899.content","ahokdjarot blusukan tegal alur kabar hari",0
"13900.content","kamu do ama siapa",-1
"13901.content","puji tuhan imanuel bapak basuki n bapak ahokdjarot",1
"13902.content","nkri negara komunis republik indonesia kali",-1
"13903.content","satu putar buat bapak ahokdjarot bapak jarot rakyat masih butuh",1
"13904.content","satu putar ya",1
"13905.content","konstitusi mana lawan mana nama milih selera suka makin lucu mu",-1
"13906.content","ahokdjarot pake doa apa doa nista agama atau doa maki warga",-1
"13907.content","smg lancar suai harap bapak",1
"13908.content","luck smga satu putar bapak",1
"13909.content","meski saya bukan pddk jkrt saya brharap brdoa bapak ahokdjarot bs memimpn jkrt ahokdjarot abis rang orupsi fef fef fef fef",1
"13910.content","emma jimmy lebih punya hati ya",-1
"13911.content","segera balik kerja bapak dah gereget pasti ya",1
"13912.content","kompas atut sari roti in cctv jkt t integrasi smart smart",0
"13913.content","lanjut periode basuki ahokdjarot bangun birokrasi kota jkt warga jkt telah rasa hasil kerja nyata ahokdjarot",1
"13914.content","bapak sabar walau hujat sindir kmi tau bapak yv bik wrga jakarta",1
"13915.content","bapak ahokdjarot bapak ahokdjarot adalah gubernur wakil indonesia kita kaya ragam bahasa budaya agama ahokdjarot ahokdjarot",1
"13916.content","tetap sabar bapak ahokdjarot tetap tenang saya madura mmbri dukung inti bapak ahokdjarot tetap sabar",1
"13917.content","kami doa sukses selalu",1
"13918.content","hukum rendah dakwa kuasa malu bangsa indonesia",-1
"13919.content","siap bapak tetap semangat semua pasti lewat apa hasil tetap baik",1
"13920.content","semoga bapak ahokdjarot raih suara banyak kembali lanjut program bangun ibu kota indonesia",1
"13921.content","kami doa semoga pilkada aman lancar hasil gubernur baru lebih santun aniessandi aniessandi tuhan",1
"13922.content","doa kami bapak ahokdjarot",1
"13923.content","comberan menang dki saya yakin selalu gaduh ibu kota dia punya mulut tidak jaga etika",-1
"13924.content","bagus tara kota dunia lain lanjut bapak kami doa salam menang putar",1
"13925.content","semoga pilkada jakarta jalan lancar damai bapak ahokdjarot ahokdjarot",1
"13926.content","semoga tuhan abul do kita semua menang",1
"13927.content","lanjuuuttttt",1
"13928.content","ni dukung bapak bapak ahokdjarot",1
"13929.content","kasihan banget dikau punya pahit bapak ahokdjarot",1
"13930.content","bapak ahokdjarot ahokdjarot sabar ikhlas ya bapak warga dki uda pinter bapak pilih mana bener pemimpin baik",1
"13931.content","aminx syukur tutup kampanye hari doa agar pilkada dki jakarta cont",0
"13932.content","mau gubernur siapa",-1
"13933.content","smua brdoa smga brkti tuhan yarobel alamin",1
"13934.content","jangan kuatir abang masing masing nyusun strategi sendiri tuju menang semoga tuhan meridhoi",1
"13935.content","patuh alquran tolak konstitusi abal abal selalu langgar",-1
"13936.content","semoga damai baik buat semua",1
"13937.content","bacot mu ahokdjarot didik dlu mulut mu baru omong didik rakyat",-1
"13938.content","dtunggu oc gaya jari bapak aniessandi lentik",1
"13939.content","kami doa sukses selalu menang selalu salam dua jari",1
"13940.content","nama bhineka tunggal",1
"13941.content","sudah putus tidak sa kl hina ajar sendiri bagaimana ya",-1
"13942.content","fpi pakeaqupolitik",-1
"13943.content","p ahokdjarot",1
"13944.content","kami ikut dukung doa tuhan berik baik buat bapak jakarta gbu",1
"13945.content","malekat tau ahokdjarot juara",1
"13946.content","indah agam",0
"13947.content","semoga bapak dpt lanjut kembali adminstrator baik tegas jujur transparan profesional",1
"13948.content","sukses",1
"13949.content","sukses sllu bapak ahokdjarot ahokdjarot",1
"13950.content","semoga lancar bapak pilkada periode",1
"13951.content","pasti sukses bapak ahokdjarot",1
"13952.content","tetap menang all",1
"13953.content","gbu sukses sllu bapak patahkn lawan progam",1
"13954.content","bapak semoga tuhan selalu serta bapk l tuhan sgt cinta ind jkt pilih bapak pimpin jkt",1
"13955.content","kami doa semoga bapak ahokdjarot menang satu putar tanggal feb sehingga kembali ayan rakyat dki jujur amanah",1
"13956.content","tetap semangat bapak ahokdjarot hati jago omong hambat bapak",1
"13957.content","sukses bapak tuhan berkat dia selalu tolong bapak",1
"13958.content","bukan warga jakarta ikut doa bapak menang putar be",1
"13959.content","jual kalijodo masih kalah kramat tunggak sekarang islamic center",-1
"13960.content","amen bapak jika kalah arti banyak korupsi raja lela menang tutup semua krang rapat rapat",1
"13961.content","siap bapak lanjut nomor",1
"13962.content","semoga bapak selalu beri kata cinta limpah selalu tebar energi positif mana bapak",1
"13963.content","sukses bapak doa kami bp",1
"13964.content","doa adalah harap banyak doa banyak harap",0
"13965.content","bapak doa saya keluarga temen menang ingat coblos tidak",1
"13966.content","semangat menang",1
"13967.content","kami kendari tidak sedikit dukung bapak gubernur buat ibu kota cinta kami kami dukung bapak lewat doa kami bapak",1
"13968.content","semoga sukses nd menang bapak ahokdjarot ahokdjarot putar merdeka merdeka",1
"13969.content","menang tipis bapak",1
"13970.content","semoga sukses salam jri malang jatim",1
"13971.content","doa lintas agama rakyat semua suku agama baru gubernur jakarta gudluck bapak ahokdjarot ahokdjarot",1
"13972.content","sukses selalu bapak",1
"13973.content","bapak gua",1
"13974.content","sukses yapak",1
"13975.content","menang putar gbu",1
"13976.content","dengar komunis fatwa",-1
"13977.content","selalu serah tuhan ya bapak",1
"13978.content","luar biasa tidak",1
"13979.content","bapak jika bapak kenan kerja kmi sandang disabilitas nas nas dijakarta bapak kmi mampu bapak",1
"13980.content","emma semoga selalu",0
"13981.content","ahokdjarot kembali blusukan dengar keluh warga p",0
"13982.content","saya saya vg shalom siap coblos ahokdjarot tidak putar periode menang",1
"13983.content","semogatuhan yesus serta bapak ahokdjarot amen",1
"13984.content","lanjut selesa sudah jalan bapak fef",1
"13985.content","ironis ya jwbn kenapa meski hajar demo dll rakyat jkt tetap ahokdjarot urus jkt",1
"13986.content","selamat malam bapak saya salah satu sandang disabilitas daksa sya rasa bangga punya gubernur bapak ahokdjarot maju terus bapak",1
"13987.content","sarap kwe tiau rumah bapak ahokdjarot",0
"13988.content","please lihat video pantas",0
"13989.content","sudah lihat video ttd kerjasama ahokdjarot podomoro",0
"13990.content","saya bukan warga jakarta tinggal lamteng saya sllu doa bapak ahokdjarot agar menang pilkada nanti ya robal alamin",1
"13991.content","tidak sabar buru",1
"13992.content","basuki tukang pitnah",-1
"13993.content","kalian langgar konstitusi tidak mengnonaktifkan",-1
"13994.content","emang susah ya diri tidak ngutak ngatik isu bapak",-1
"13995.content","ya justru arti gubernur bapak ahokdjarot bagus",1
"13996.content","baru pesta rakyat semua gembira ahokdjarot menang putar",1
"13997.content","saya tidak ngerti masalah",0
"13998.content","difabel atau disabilitas adalah istilah liput ganggu kerterbatasan aktivitas",0
"13999.content","bukan target utama para maniak khilafah tetap bapak target sungguh",-1
"14000.content","terus ya menang survei",1
"14001.content","apakah",0
"14002.content","assalamuala target sasar pemberdayaan tenaga kerja disabilitas sheltered bagai sandang fabel",0
"14003.content","saya bukan warga jakarta saya ingin semua gubernur nkri seperti ahokdjarot maju terus bapak",1
"14004.content","closing statement paling santun nyerang personal",0
"14005.content","blusukan ahokdjarot sapa warga derita polio kaus agussylvi agussylvi",1
"14006.content","sambut ahokdjarot kembali blusukan nenek petojo tangis haru",1
"14007.content","ngakak puguh oge rezim bner uda jungkir balik pecun mati lindung uda dakwa",-1
"14008.content","ayat quran belum sepenuhx konstitusi",0
"14009.content","senang",1
"14010.content","sptnya kl menang jistru balik anak sekolah main lapang kali jodo",1
"14011.content","pagi ibu lae tolong ingat agar bapak jaga bicara bila perlu plester dulu hari",0
"14012.content","dukukangan teman tki tkw hongkong bapak warga dki jgan lpa cblos tidak",1
"14013.content","dakwa gubernur",-1
"14014.content","selamat pagi abang tolong sampa agar mulut bapak mulut plester dulu hari",0
"14015.content","dasar kacunk ahokdjarot",-1
"14016.content","ayo bela terus ahokdjarot dunia tau kalian mmg gd beda indonesia tergedradasi kalian enjoy langgar hukum",-1
"14017.content","ahokdjarot pki",-1
"14018.content","mafia tanah fatmawati semprot gara mau nyuap m",-1
"14019.content","siaap makasih mba cantik",1
"14020.content","luar biasa rosmery hati tulus ngedukung beliau gbu",1
"14021.content","terus juang bukti benar selalu menang walau kadang banyak kerikil menghadang",1
"14022.content","kita doa beliau dapat hidayah memberhentikan",-1
"14023.content","nkri harga mati",0
"14024.content","ahokdjarot harus mnjaga mulut comment tidak perlu aplg dpn wartawan pilkada",0
"14025.content","semoga bapak selalu kuat hati selalu beri sabar",1
"14026.content","ahokdjarot for dki menang putar",1
"14027.content","bapak bapak mimpin jkt dulu pasti almarhum adik saya masih ibu",1
"14028.content","kampung layu jatinegara banjir om",0
"14029.content","nyalahin tuhan berik sadap",-1
"14030.content","hayo bapak tolong bantu",0
"14031.content","semangat ibu salam buat bapak ahokdjarot benar temu jalan fef fef",1
"14032.content","tidak butuh",-1
"14033.content","sudah ruji bukti bawa jakarta lebih baik",1
"14034.content","kenapa tidak info kemarin ya biasa tutup tiap selasa tumpang bingung ragunan",0
"14035.content","ngamuk kemaren bangga in tidak banjir gilir jawab ileh alam ngamuk",-1
"14036.content","apa dia tau",-1
"14037.content","sidang hari dengar saksi ahli jpu",0
"14038.content","nyalahin kalian waras tidak mau cuti kalian caci bukti jakarta butuh ahokdjarot ahokdjarot cuti thn tenggelam kamu semua",-1
"14039.content","kenapa tidak kritik slalu bawa isu agama",-1
"14040.content","ketika negara sudah ribut larut masalah pilkada dtg komen begitu apa maksud",0
"14041.content","tidak boleh bicara gitu jangan campur agama politik ntar dimarahin",-1
"14042.content","belum betonisasi tanggul sungai",0
"14043.content","lucu bapak kamu lucu",1
"14044.content","non muslim tidak langgar konstitusi muslim rasis",-1
"14045.content","slmt bekrja kmbali semoga sukses selalu rakyat sejhtera dki aman jaga ucap bicara santun",1
"14046.content","pilih pemimpin atas dst agama adalah konstitusi dasar negara pancasila entah kl nkri sudah negara komunis",-1
"14047.content","pasti ahokdjarot gubernur dki saat anggar knstitusi dpr awas ompong setyanovanto gantung",-1
"14048.content","pilih adalah pribadi jamin konstitusi pilih dasar yakin agama atau tidak jamin konstitusi",0
"14049.content","pagi wilayah kena banjir kita lihat berapa cepat penanganan pemprov jakarta",0
"14050.content","dakwa baru hari gubernur jakarta banjir stlh bulan tanpa banjir",-1
"14051.content","mungkin perlu inisiasi aksi agar hrs fh bs sambil valentine",-1
"14052.content","al maidah hanya berlaky buat bapak ahokdjarot orang",-1
"14053.content","hanya curang menang anda jelas curang terdkwa abang lantik paham",-1
"14054.content","anda rasa hebat kuat maka kalah tps bukan istiqlal",0
"14055.content","lucu bilang putus atas bukan putus dia",0
"14056.content","islam pilih berdasrkan agama jika melannggr konstitusi apakah anda tidak melanggr pasal ayat gagal paham",-1
"14057.content","muslim dunia sgt buka maju jangan agama primitif",0
"14058.content","terus karya terima kasih putra baik atas karya",1
"14059.content","bandung abang rk jakarta ahokdjarot daerah lain silah contoh apbd jika t",1
"14060.content","ariel sudah selesai apa belum",0
"14061.content","jwaban buat ya bapak",0
"14062.content","jelas satak benar y tidak perlu debat hukum harus tegak negara",0
"14063.content","pasuk orange khan sibuk",1
"14064.content","semangat bapak jangam dengar cibir mereka",1
"14065.content","program kerja nyata",1
"14066.content","selamat datang air genang sambut mu",-1
"14067.content","nista agama justru langgar konstitusi",-1
"14068.content","saya ahokdjarot viral sosmed viral sosmed",0
"14069.content","tidak usah disadarin abang ambil ati pandji timses anggap hibur penting pas nyoblos nomor",1
"14070.content","pagi sptnya bapak layak siswa kembali sekolah stlh libur panjang selamat tugas kembali layan warga jkt",1
"14071.content","partai munafik",-1
"14072.content","tim sprt semua",0
"14073.content","sudah kali satak baru masalah banjir tuntas oleh maka",0
"14074.content","tuju bapak menteri",1
"14075.content","jkt tidak banjir l",1
"14076.content","baik sekal banjir mau sambut kembali bapak",-1
"14077.content","j febr bulan banjir jkt td hujan malam jkt tidak banjir thanks saya tidak ilusi nyata",1
"14078.content","kenapa",0
"14079.content","saat kerja lidah lebih cepat kerja otak hasil ya ndablek",-1
"14080.content","jujur saya golput saya sangat harga konsisten yakin pegang agama kristen",1
"14081.content","bapak orang muslim pribumi mungkin lawan politik hilang kepala pikir bagaimana craa fitnah bapak ahokdjarot",1
"14082.content","wah doa baitullah tuhan kabul menang satu putar bapak",1
"14083.content","shrusnya hukum brdiri tgak tnpa cmpur tang kpentingan mau politik poltak langgar libas tulkan",0
"14084.content","kita lihat benar tuhan tk bs bikin hoax tk lupa doa n berjuan",0
"14085.content","seperti gitu benar maha kuasa tuhan baik baik makar",0
"14086.content","semoga gambar hanya kenang klise jadul",0
"14087.content","jujur bapak ahokdjarot",0
"14088.content","jangan lupa tantang turun hujan",-1
"14089.content","fef sisa sisa kampanye bapak",0
"14090.content","kami keluarga memdoakan bapak menang putar",1
"14091.content","bapak ahokdjarot jangan gentar maju terus kita baik banyak sekal cobaanya",1
"14092.content","dasar orang sakit munafikin",-1
"14093.content","selamat tugas kembali bapak bp ahokdjarot semoga amanah ya tuntas masa jabat baik",1
"14094.content","istigfar abang nyebut syahadat gih",-1
"14095.content","ayo om buat polling ttg",0
"14096.content","masih tetap tahun",-1
"14097.content","bapak bapak lumayan so so charming pasti cuma bapak ahokdjarot pasang bapak",1
"14098.content","super sekal",1
"14099.content","prakira oleh suara tanggal februari nanti",0
"14100.content","instagramnya roby geisha mbak",0
